RecId,RecNo,RecKnd,AccNo,AmntDB,AmntCR,ItemNo,ItemAmnt,ItemCont,Desc
25097,3202,42,2010873,0.0,2567.0,1,17.0,151.0,
25098,3202,42,2010873,0.0,2376.0,35,22.0,108.0,
25099,3202,43,2010873,346.01,0.0,0,0.0,0.0,سعي الفاتورة 658523
25100,3202,44,4010001,0.0,346.01,0,0.0,0.0,سعي الفاتورة 658523
25101,3202,45,2010873,51.9,0.0,0,0.0,0.0,ضريبة الفاتورة 658523
25102,3202,46,2040001,0.0,51.9,0,0.0,0.0,ضريبة الفاتورة 658523
25103,3824,31,1010002,0.0,4000.0,0,0.0,0.0,نهاية حساب ثامر الكريديس مقابل 10 ايام زايد 10 ايام اضافية  --> رواتب المسوقين
25104,3824,32,3010009,4000.0,0.0,0,0.0,0.0,نهاية حساب ثامر الكريديس مقابل 10 ايام زايد 10 ايام اضافية  --> ااااا الراجحي رئيسي 374767778
25105,3625,43,2010314,0.0,0.0,0,0.0,0.0,سعي الفاتورة 659788
25106,3625,44,4010001,0.0,0.0,0,0.0,0.0,سعي الفاتورة 659788
25107,3625,45,2010314,0.0,0.0,0,0.0,0.0,ضريبة الفاتورة 659788
25108,3625,46,2040001,0.0,0.0,0,0.0,0.0,ضريبة الفاتورة 659788
25109,3607,41,1020945,1122.0,0.0,28,33.0,34.0,
25110,3607,41,1021128,896.0,0.0,1,14.0,64.0,
25111,3607,42,2010328,0.0,1122.0,28,33.0,34.0,
25112,3607,42,2010328,0.0,896.0,1,14.0,64.0,
25113,3607,43,2010328,141.26,0.0,0,0.0,0.0,سعي الفاتورة 660005
25114,3607,44,4010001,0.0,141.26,0,0.0,0.0,سعي الفاتورة 660005
25115,3607,45,2010328,21.19,0.0,0,0.0,0.0,ضريبة الفاتورة 660005
25116,3607,46,2040001,0.0,21.19,0,0.0,0.0,ضريبة الفاتورة 660005
25117,3416,41,1021564,2590.0,0.0,28,37.0,70.0,
25118,3416,42,2010670,0.0,2590.0,28,37.0,70.0,
25119,3640,41,1021128,512.0,0.0,35,16.0,32.0,
25120,3640,42,2010753,0.0,512.0,35,16.0,32.0,
25121,3416,43,2010670,181.3,0.0,0,0.0,0.0,سعي الفاتورة 656682
25122,3416,44,4010001,0.0,181.3,0,0.0,0.0,سعي الفاتورة 656682
25123,3416,45,2010670,27.2,0.0,0,0.0,0.0,ضريبة الفاتورة 656682
25124,3416,46,2040001,0.0,27.2,0,0.0,0.0,ضريبة الفاتورة 656682
25125,3640,43,2010753,35.84,0.0,0,0.0,0.0,سعي الفاتورة 660017
25126,3640,44,4010001,0.0,35.84,0,0.0,0.0,سعي الفاتورة 660017
25127,3640,45,2010753,5.38,0.0,0,0.0,0.0,ضريبة الفاتورة 660017
25128,3640,46,2040001,0.0,5.38,0,0.0,0.0,ضريبة الفاتورة 660017
25135,2737,41,1020126,448.0,0.0,1,8.0,56.0,
25136,2737,42,2010379,0.0,448.0,1,8.0,56.0,
25137,2737,43,2010379,31.36,0.0,0,0.0,0.0,سعي الفاتورة 657760
25138,2737,44,4010001,0.0,31.36,0,0.0,0.0,سعي الفاتورة 657760
25139,2737,45,2010379,4.7,0.0,0,0.0,0.0,ضريبة الفاتورة 657760
25140,2737,46,2040001,0.0,4.7,0,0.0,0.0,ضريبة الفاتورة 657760
25141,3826,31,1010003,0.0,1000000.0,0,0.0,0.0,دعم --> ااااا الراجحي رئيسي 374767778
25142,3826,32,1010002,1000000.0,0.0,0,0.0,0.0,دعم --> ااااا الراجحي حوالات 374766671
25155,2956,41,1021183,2310.0,0.0,28,55.0,42.0,
25156,2956,41,1021183,200.0,0.0,35,50.0,4.0,
25157,2956,42,2010620,0.0,2310.0,28,55.0,42.0,
25158,2956,42,2010620,0.0,200.0,35,50.0,4.0,
25159,2956,43,2010620,175.7,0.0,0,0.0,0.0,سعي الفاتورة 658077
25160,2956,44,4010001,0.0,175.7,0,0.0,0.0,سعي الفاتورة 658077
25161,2956,45,2010620,26.36,0.0,0,0.0,0.0,ضريبة الفاتورة 658077
25162,2956,46,2040001,0.0,26.36,0,0.0,0.0,ضريبة الفاتورة 658077
25163,3393,41,1020835,1300.0,0.0,1,20.0,65.0,
25164,3393,42,2010454,0.0,1300.0,1,20.0,65.0,
25165,3393,43,2010454,91.0,0.0,0,0.0,0.0,سعي الفاتورة 656676
25166,3393,44,4010001,0.0,91.0,0,0.0,0.0,سعي الفاتورة 656676
25167,3393,45,2010454,13.65,0.0,0,0.0,0.0,ضريبة الفاتورة 656676
25168,3393,46,2040001,0.0,13.65,0,0.0,0.0,ضريبة الفاتورة 656676
25169,3732,41,1010025,210.0,0.0,35,30.0,7.0,
25170,3732,42,2010800,0.0,210.0,35,30.0,7.0,
25171,3732,43,2010800,14.7,0.0,0,0.0,0.0,سعي الفاتورة 661071
25172,3732,44,4010001,0.0,14.7,0,0.0,0.0,سعي الفاتورة 661071
25173,3732,45,2010800,2.2,0.0,0,0.0,0.0,ضريبة الفاتورة 661071
25174,3732,46,2040001,0.0,2.2,0,0.0,0.0,ضريبة الفاتورة 661071
25175,3630,41,1020020,630.0,0.0,28,45.0,14.0,
25176,3630,41,1010025,700.0,0.0,35,70.0,10.0,
25177,3630,42,2010182,0.0,630.0,28,45.0,14.0,
25178,3630,42,2010182,0.0,700.0,35,70.0,10.0,
25179,3630,43,2010182,93.1,0.0,0,0.0,0.0,سعي الفاتورة 660013
25180,3630,44,4010001,0.0,93.1,0,0.0,0.0,سعي الفاتورة 660013
25181,3630,45,2010182,13.96,0.0,0,0.0,0.0,ضريبة الفاتورة 660013
25182,3630,46,2040001,0.0,13.96,0,0.0,0.0,ضريبة الفاتورة 660013
25183,3290,41,1020044,5050.0,0.0,28,25.0,202.0,
25184,3290,42,2010032,0.0,5050.0,28,25.0,202.0,
25185,3290,43,2010032,353.5,0.0,0,0.0,0.0,سعي الفاتورة 658731
25186,3290,44,4010001,0.0,353.5,0,0.0,0.0,سعي الفاتورة 658731
25187,3290,45,2010032,53.02,0.0,0,0.0,0.0,ضريبة الفاتورة 658731
25188,3290,46,2040001,0.0,53.02,0,0.0,0.0,ضريبة الفاتورة 658731
25189,3827,31,1010025,0.0,210.0,0,0.0,0.0,قيمة بيعه راجعه بسبب الاختلاف بسند رقم 661071 --> سليمان علي الرواف            *4258             لا.س
25190,3827,32,2010800,210.0,0.0,0,0.0,0.0,قيمة بيعه راجعه بسبب الاختلاف بسند رقم 661071 --> بنك خدمة العملاء
25191,2882,21,1010044,9720.0,0.0,0,0.0,0.0,تصفية صباحية --> نقاط82
25192,2882,22,1021548,0.0,9720.0,0,0.0,0.0,تصفية صباحية --> مدى
25193,3828,31,1010025,0.0,700.0,0,0.0,0.0,قيمة بيعه راجعه بسبب الاختلاف بسند رقم 660013 --> محمد عبدالله معتق المعتق (البصر)          *1811          لا.س
25194,3828,32,2010182,700.0,0.0,0,0.0,0.0,قيمة بيعه راجعه بسبب الاختلاف بسند رقم 660013 --> بنك خدمة العملاء
25195,2870,21,1010044,11624.0,0.0,0,0.0,0.0,تصفية صباحية --> نقاط40
25196,2870,22,1021561,0.0,11624.0,0,0.0,0.0,تصفية صباحية --> مدى
25197,3664,41,1020758,1566.0,0.0,1,18.0,87.0,
25198,3664,42,2010585,0.0,1566.0,1,18.0,87.0,
25199,3664,43,2010585,109.62,0.0,0,0.0,0.0,سعي الفاتورة 661109
25200,3664,44,4010001,0.0,109.62,0,0.0,0.0,سعي الفاتورة 661109
25201,3664,45,2010585,16.44,0.0,0,0.0,0.0,ضريبة الفاتورة 661109
25202,3664,46,2040001,0.0,16.44,0,0.0,0.0,ضريبة الفاتورة 661109
25205,3829,21,1010014,7771.0,0.0,0,0.0,0.0,تصفية صباحية  --> م98
25206,3829,22,1020906,0.0,7771.0,0,0.0,0.0,تصفية صباحية  --> المحاسبين
25207,3830,21,1010014,8694.0,0.0,0,0.0,0.0,تصفية صباحية  --> م47
25208,3830,22,1021128,0.0,8694.0,0,0.0,0.0,تصفية صباحية  --> المحاسبين
25209,3815,31,1010014,0.0,0.0,0,0.0,0.0,تصفية صباحية  --> نقص محاسب 7
25210,3815,32,1020273,0.0,0.0,0,0.0,0.0,تصفية صباحية  --> المحاسبين
25211,3831,31,1010014,0.0,173752.0,0,0.0,0.0,تصفية صباحية  --> الصندوق
25212,3831,32,1010028,173752.0,0.0,0,0.0,0.0,تصفية صباحية  --> المحاسبين
25225,3825,41,1020114,3097.0,0.0,1,19.0,163.0,
25226,3825,42,2010780,0.0,3097.0,1,19.0,163.0,
25227,3825,43,2010780,216.79,0.0,0,0.0,0.0,سعي الفاتورة 628637
25228,3825,44,4010001,0.0,216.79,0,0.0,0.0,سعي الفاتورة 628637
25229,3825,45,2010780,32.52,0.0,0,0.0,0.0,ضريبة الفاتورة 628637
25230,3825,46,2040001,0.0,32.52,0,0.0,0.0,ضريبة الفاتورة 628637
25237,3628,41,1020217,2750.0,0.0,28,55.0,50.0,
25238,3628,42,2010712,0.0,2750.0,28,55.0,50.0,
25239,3628,43,2010712,192.5,0.0,0,0.0,0.0,سعي الفاتورة 659789
25240,3628,44,4010001,0.0,192.5,0,0.0,0.0,سعي الفاتورة 659789
25241,3628,45,2010712,28.88,0.0,0,0.0,0.0,ضريبة الفاتورة 659789
25242,3628,46,2040001,0.0,28.88,0,0.0,0.0,ضريبة الفاتورة 659789
25259,3325,41,1020039,100.0,0.0,28,25.0,4.0,
25260,3325,41,1020039,240.0,0.0,35,24.0,10.0,
25261,3325,42,2010635,0.0,100.0,28,25.0,4.0,
25262,3325,42,2010635,0.0,240.0,35,24.0,10.0,
25263,3325,43,2010635,23.8,0.0,0,0.0,0.0,سعي الفاتورة 658738
25264,3325,44,4010001,0.0,23.8,0,0.0,0.0,سعي الفاتورة 658738
25265,3325,45,2010635,3.57,0.0,0,0.0,0.0,ضريبة الفاتورة 658738
25266,3325,46,2040001,0.0,3.57,0,0.0,0.0,ضريبة الفاتورة 658738
25267,3839,31,1010003,0.0,100000.0,0,0.0,0.0,الواحة المباركة التجارية  --> سلمان السلوم 0503444333
25268,3839,32,1020050,100000.0,0.0,0,0.0,0.0,الواحة المباركة التجارية  --> ااااا الراجحي حوالات 374766671
25269,3337,43,2010688,0.0,0.0,0,0.0,0.0,سعي الفاتورة 661761
25270,3337,44,4010001,0.0,0.0,0,0.0,0.0,سعي الفاتورة 661761
25271,3337,45,2010688,0.0,0.0,0,0.0,0.0,ضريبة الفاتورة 661761
25272,3337,46,2040001,0.0,0.0,0,0.0,0.0,ضريبة الفاتورة 661761
25273,3840,31,1010003,0.0,23000.0,0,0.0,0.0,نهاية حسابه من قيمة الثمرة دخيل راشد الدخيل  --> مبارك علي الرشيدي       *909          لا.س
25274,3840,32,2010032,23000.0,0.0,0,0.0,0.0,نهاية حسابه من قيمة الثمرة دخيل راشد الدخيل  --> ااااا الراجحي حوالات 374766671
25275,3841,21,1010028,6860.0,0.0,0,0.0,0.0,تصفية صباحية  --> دمج الشبكه
25276,3841,22,1020442,0.0,6860.0,0,0.0,0.0,تصفية صباحية  --> الصندوق
25277,3842,21,1010019,11869.0,0.0,0,0.0,0.0,تصفية صباحية  --> دمج الشبكه
25278,3842,22,1020442,0.0,11869.0,0,0.0,0.0,تصفية صباحية  --> الشبكه
25279,3168,41,1020843,2068.0,0.0,28,22.0,94.0,
25280,3168,42,2010716,0.0,2068.0,28,22.0,94.0,
25281,3168,43,2010716,144.76,0.0,0,0.0,0.0,سعي الفاتورة 657939
25282,3168,44,4010001,0.0,144.76,0,0.0,0.0,سعي الفاتورة 657939
25283,3168,45,2010716,21.71,0.0,0,0.0,0.0,ضريبة الفاتورة 657939
25284,3168,46,2040001,0.0,21.71,0,0.0,0.0,ضريبة الفاتورة 657939
25285,3402,43,2010163,0.0,0.0,0,0.0,0.0,سعي الفاتورة 656678
25286,3402,44,4010001,0.0,0.0,0,0.0,0.0,سعي الفاتورة 656678
25287,3402,45,2010163,0.0,0.0,0,0.0,0.0,ضريبة الفاتورة 656678
25288,3402,46,2040001,0.0,0.0,0,0.0,0.0,ضريبة الفاتورة 656678
25289,3843,21,1010006,78000.0,0.0,0,0.0,0.0,دفعة تحت الحساب / محمد الحارثي  --> تمور الامارات (و احه القصيم ذ م م ) 0566999762 (60-10-11-12-1)
25290,3843,22,1021564,0.0,78000.0,0,0.0,0.0,دفعة تحت الحساب / محمد الحارثي  --> الاهلي حوالات ( المياه) 37600000056506
25291,3844,21,1010003,100000.0,0.0,0,0.0,0.0,دفعة تحت الحساب  / مؤسسة شماريخ القصيم  --> عبدالرحمن السعوي 0559933010 ابو شاكر السعوي (60-10-11-12-1)
25292,3844,22,1020168,0.0,100000.0,0,0.0,0.0,دفعة تحت الحساب  / مؤسسة شماريخ القصيم  --> ااااا الراجحي حوالات 374766671
25293,3845,21,1010024,50000.0,0.0,0,0.0,0.0,دفعة تحت الحساب / شركة سله البساتين  --> فهد بن عتيق 0503569199 (100)
25294,3845,22,1021183,0.0,50000.0,0,0.0,0.0,دفعة تحت الحساب / شركة سله البساتين  --> الاهلي رئيسي ( التمور) 34951290000202
25295,3846,21,1010003,1836.0,0.0,0,0.0,0.0,قيمة بيعه سند رقم 658600 --> تجار بنوك (حوالة مباشرة من السوق )
25296,3846,22,1021477,0.0,1836.0,0,0.0,0.0,قيمة بيعه سند رقم 658600 --> ااااا الراجحي حوالات 374766671
25297,3847,21,1010003,20416.0,0.0,0,0.0,0.0,قيمة بيعه سند رقم 656677 --> تجار بنوك (حوالة مباشرة من السوق )
25298,3847,22,1021477,0.0,20416.0,0,0.0,0.0,قيمة بيعه سند رقم 656677 --> ااااا الراجحي حوالات 374766671
25299,3599,41,1020465,5364.0,0.0,28,18.0,298.0,
25300,3599,42,2010328,0.0,5364.0,28,18.0,298.0,
25301,3599,43,2010328,375.48,0.0,0,0.0,0.0,سعي الفاتورة 660003
25302,3599,44,4010001,0.0,375.48,0,0.0,0.0,سعي الفاتورة 660003
25303,3599,45,2010328,56.32,0.0,0,0.0,0.0,ضريبة الفاتورة 660003
25304,3599,46,2040001,0.0,56.32,0,0.0,0.0,ضريبة الفاتورة 660003
25305,3848,21,1010003,50000.0,0.0,0,0.0,0.0,دفعة تحت الحساب  --> مزارع فرج الحربي  0500009394  - (60-10-11-12-1)
25306,3848,22,1021072,0.0,50000.0,0,0.0,0.0,دفعة تحت الحساب  --> ااااا الراجحي حوالات 374766671
25307,3199,41,1020126,1332.0,0.0,28,12.0,111.0,
25308,3199,42,2010619,0.0,1332.0,28,12.0,111.0,
25309,3199,43,2010619,93.24,0.0,0,0.0,0.0,سعي الفاتورة 661207
25310,3199,44,4010001,0.0,93.24,0,0.0,0.0,سعي الفاتورة 661207
25311,3199,45,2010619,13.99,0.0,0,0.0,0.0,ضريبة الفاتورة 661207
25312,3199,46,2040001,0.0,13.99,0,0.0,0.0,ضريبة الفاتورة 661207
25327,3852,41,1021491,3700.0,0.0,1,20.0,185.0,
25328,3852,42,2010085,0.0,3700.0,1,20.0,185.0,
25329,3852,43,2010085,259.0,0.0,0,0.0,0.0,سعي الفاتورة 628639
25330,3852,44,4010001,0.0,259.0,0,0.0,0.0,سعي الفاتورة 628639
25331,3852,45,2010085,38.85,0.0,0,0.0,0.0,ضريبة الفاتورة 628639
25332,3852,46,2040001,0.0,38.85,0,0.0,0.0,ضريبة الفاتورة 628639
25333,3100,41,1020044,18767.0,0.0,28,49.0,383.0,
25334,3100,42,2010675,0.0,18767.0,28,49.0,383.0,
25335,3100,43,2010675,1313.69,0.0,0,0.0,0.0,سعي الفاتورة 657545
25336,3100,44,4010001,0.0,1313.69,0,0.0,0.0,سعي الفاتورة 657545
25337,3100,45,2010675,197.05,0.0,0,0.0,0.0,ضريبة الفاتورة 657545
25338,3100,46,2040001,0.0,197.05,0,0.0,0.0,ضريبة الفاتورة 657545
25339,3490,41,1020044,1776.0,0.0,28,24.0,74.0,
25340,3490,42,2010034,0.0,1776.0,28,24.0,74.0,
25341,3490,43,2010034,124.32,0.0,0,0.0,0.0,سعي الفاتورة 661563
25342,3490,44,4010001,0.0,124.32,0,0.0,0.0,سعي الفاتورة 661563
25343,3490,45,2010034,18.65,0.0,0,0.0,0.0,ضريبة الفاتورة 661563
25344,3490,46,2040001,0.0,18.65,0,0.0,0.0,ضريبة الفاتورة 661563
25345,3853,41,1021343,306.0,0.0,1,18.0,17.0,
25346,3853,42,2010046,0.0,306.0,1,18.0,17.0,
25347,3853,43,2010046,21.42,0.0,0,0.0,0.0,سعي الفاتورة 659953
25348,3853,44,4010001,0.0,21.42,0,0.0,0.0,سعي الفاتورة 659953
25349,3853,45,2010046,3.21,0.0,0,0.0,0.0,ضريبة الفاتورة 659953
25350,3853,46,2040001,0.0,3.21,0,0.0,0.0,ضريبة الفاتورة 659953
25351,3408,41,1020908,1196.0,0.0,28,52.0,23.0,
25352,3408,42,2010183,0.0,1196.0,28,52.0,23.0,
25353,3408,43,2010183,83.72,0.0,0,0.0,0.0,سعي الفاتورة 660128
25354,3408,44,4010001,0.0,83.72,0,0.0,0.0,سعي الفاتورة 660128
25355,3408,45,2010183,12.56,0.0,0,0.0,0.0,ضريبة الفاتورة 660128
25356,3408,46,2040001,0.0,12.56,0,0.0,0.0,ضريبة الفاتورة 660128
25357,2890,31,1010044,0.0,107494.5,0,0.0,0.0,تصفية صباحية --> الشبكه
25358,2890,32,1010019,107494.5,0.0,0,0.0,0.0,تصفية صباحية --> مدى
25361,3851,43,2010046,0.0,0.0,0,0.0,0.0,سعي الفاتورة 628640
25362,3851,44,4010001,0.0,0.0,0,0.0,0.0,سعي الفاتورة 628640
25363,3851,45,2010046,0.0,0.0,0,0.0,0.0,ضريبة الفاتورة 628640
25364,3851,46,2040001,0.0,0.0,0,0.0,0.0,ضريبة الفاتورة 628640
25369,3850,43,2010046,0.0,0.0,0,0.0,0.0,سعي الفاتورة 628641
25370,3850,44,4010001,0.0,0.0,0,0.0,0.0,سعي الفاتورة 628641
25371,3850,45,2010046,0.0,0.0,0,0.0,0.0,ضريبة الفاتورة 628641
25372,3850,46,2040001,0.0,0.0,0,0.0,0.0,ضريبة الفاتورة 628641
25373,3855,31,1010028,0.0,5000.0,0,0.0,0.0,دفعة تحت الحساب  --> محمد عبدالله الفاتق          *4019           لا.س
25374,3855,32,2010752,5000.0,0.0,0,0.0,0.0,دفعة تحت الحساب  --> الصندوق
25375,3050,41,1020168,154.0,0.0,35,22.0,7.0,
25376,3050,42,2010282,0.0,154.0,35,22.0,7.0,
25377,3050,43,2010282,10.78,0.0,0,0.0,0.0,سعي الفاتورة 661669
25378,3050,44,4010001,0.0,10.78,0,0.0,0.0,سعي الفاتورة 661669
25379,3050,45,2010282,1.62,0.0,0,0.0,0.0,ضريبة الفاتورة 661669
25380,3050,46,2040001,0.0,1.62,0,0.0,0.0,ضريبة الفاتورة 661669
25385,2925,41,1021491,660.0,0.0,1,20.0,33.0,
25386,2925,42,2010418,0.0,660.0,1,20.0,33.0,
25387,2925,43,2010418,46.2,0.0,0,0.0,0.0,سعي الفاتورة 658310
25388,2925,44,4010001,0.0,46.2,0,0.0,0.0,سعي الفاتورة 658310
25389,2925,45,2010418,6.93,0.0,0,0.0,0.0,ضريبة الفاتورة 658310
25390,2925,46,2040001,0.0,6.93,0,0.0,0.0,ضريبة الفاتورة 658310
25391,3856,41,1021343,4280.0,0.0,28,20.0,214.0,
25392,3856,41,1021343,2760.0,0.0,28,20.0,138.0,
25393,3856,41,1021343,1040.0,0.0,28,20.0,52.0,
25394,3856,42,2010608,0.0,4280.0,28,20.0,214.0,
25395,3856,42,2010608,0.0,2760.0,28,20.0,138.0,
25396,3856,42,2010608,0.0,1040.0,28,20.0,52.0,
25397,3856,43,2010608,565.6,0.0,0,0.0,0.0,سعي الفاتورة 628642
25398,3856,44,4010001,0.0,565.6,0,0.0,0.0,سعي الفاتورة 628642
25399,3856,45,2010608,84.84,0.0,0,0.0,0.0,ضريبة الفاتورة 628642
25400,3856,46,2040001,0.0,84.84,0,0.0,0.0,ضريبة الفاتورة 628642
25401,3857,31,1010002,0.0,2600.0,0,0.0,0.0," --> الصندوق"
25402,3857,32,1010028,2600.0,0.0,0,0.0,0.0," --> ااااا الراجحي رئيسي 374767778"
25403,3858,31,1010002,0.0,7000.0,0,0.0,0.0,راتب عمرو العلوي شهر يوليو 2025 --> رواتب المكتبين
25404,3858,32,3010002,7000.0,0.0,0,0.0,0.0,راتب عمرو العلوي شهر يوليو 2025 --> ااااا الراجحي رئيسي 374767778
25405,3328,41,1020630,280.0,0.0,35,70.0,4.0,
25406,3328,42,2010183,0.0,280.0,35,70.0,4.0,
25407,3328,43,2010183,19.6,0.0,0,0.0,0.0,سعي الفاتورة 656893
25408,3328,44,4010001,0.0,19.6,0,0.0,0.0,سعي الفاتورة 656893
25409,3328,45,2010183,2.94,0.0,0,0.0,0.0,ضريبة الفاتورة 656893
25410,3328,46,2040001,0.0,2.94,0,0.0,0.0,ضريبة الفاتورة 656893
25411,3306,41,1021066,8365.0,0.0,28,35.0,239.0,
25412,3306,42,2010488,0.0,8365.0,28,35.0,239.0,
25413,3306,43,2010488,585.55,0.0,0,0.0,0.0,سعي الفاتورة 661311
25414,3306,44,4010001,0.0,585.55,0,0.0,0.0,سعي الفاتورة 661311
25415,3306,45,2010488,87.83,0.0,0,0.0,0.0,ضريبة الفاتورة 661311
25416,3306,46,2040001,0.0,87.83,0,0.0,0.0,ضريبة الفاتورة 661311
25417,2285,41,1020217,390.0,0.0,28,30.0,13.0,
25418,2285,42,2010635,0.0,390.0,28,30.0,13.0,
25419,2285,43,2010635,27.3,0.0,0,0.0,0.0,سعي الفاتورة 659043
25420,2285,44,4010001,0.0,27.3,0,0.0,0.0,سعي الفاتورة 659043
25421,2285,45,2010635,4.09,0.0,0,0.0,0.0,ضريبة الفاتورة 659043
25422,2285,46,2040001,0.0,4.09,0,0.0,0.0,ضريبة الفاتورة 659043
25423,2981,41,1020217,5075.0,0.0,35,35.0,145.0,
25424,2981,42,2010846,0.0,5075.0,35,35.0,145.0,
25425,2981,43,2010846,355.25,0.0,0,0.0,0.0,سعي الفاتورة 657252
25426,2981,44,4010001,0.0,355.25,0,0.0,0.0,سعي الفاتورة 657252
25427,2981,45,2010846,53.29,0.0,0,0.0,0.0,ضريبة الفاتورة 657252
25428,2981,46,2040001,0.0,53.29,0,0.0,0.0,ضريبة الفاتورة 657252
25429,3859,21,1010019,4950.0,0.0,0,0.0,0.0,قيمة بيعه زايد سند رقم 659718 --> نقص كراتين الشبكة
25430,3859,22,1021219,0.0,4950.0,0,0.0,0.0,قيمة بيعه زايد سند رقم 659718 --> الشبكه
25431,3860,31,1010028,0.0,375.0,0,0.0,0.0,فرق بيعه سند رقم 659718 --> نقص كراتين الشبكة
25432,3860,32,1021219,375.0,0.0,0,0.0,0.0,فرق بيعه سند رقم 659718 --> الصندوق
25463,3862,41,1021491,285.0,0.0,1,19.0,15.0,
25464,3862,42,2010251,0.0,285.0,1,19.0,15.0,
25465,3862,43,2010251,19.95,0.0,0,0.0,0.0,سعي الفاتورة 658358
25466,3862,44,4010001,0.0,19.95,0,0.0,0.0,سعي الفاتورة 658358
25467,3862,45,2010251,2.99,0.0,0,0.0,0.0,ضريبة الفاتورة 658358
25468,3862,46,2040001,0.0,2.99,0,0.0,0.0,ضريبة الفاتورة 658358
25469,3863,41,1020115,2475.0,0.0,28,55.0,45.0,
25470,3863,41,1020115,2500.0,0.0,28,25.0,100.0,
25471,3863,42,2010455,0.0,2475.0,28,55.0,45.0,
25472,3863,42,2010455,0.0,2500.0,28,25.0,100.0,
25473,3863,43,2010455,348.25,0.0,0,0.0,0.0,سعي الفاتورة 658359
25474,3863,44,4010001,0.0,348.25,0,0.0,0.0,سعي الفاتورة 658359
25475,3863,45,2010455,52.24,0.0,0,0.0,0.0,ضريبة الفاتورة 658359
25476,3863,46,2040001,0.0,52.24,0,0.0,0.0,ضريبة الفاتورة 658359
25477,3864,41,1020115,187.0,0.0,29,17.0,11.0,
25478,3864,42,2010086,0.0,187.0,29,17.0,11.0,
25479,3864,43,2010086,13.09,0.0,0,0.0,0.0,سعي الفاتورة 658360
25480,3864,44,4010001,0.0,13.09,0,0.0,0.0,سعي الفاتورة 658360
25481,3864,45,2010086,1.96,0.0,0,0.0,0.0,ضريبة الفاتورة 658360
25482,3864,46,2040001,0.0,1.96,0,0.0,0.0,ضريبة الفاتورة 658360
25483,3865,41,1020115,1664.0,0.0,28,32.0,52.0,
25484,3865,42,2010572,0.0,1664.0,28,32.0,52.0,
25485,3865,43,2010572,116.48,0.0,0,0.0,0.0,سعي الفاتورة 658361
25486,3865,44,4010001,0.0,116.48,0,0.0,0.0,سعي الفاتورة 658361
25487,3865,45,2010572,17.47,0.0,0,0.0,0.0,ضريبة الفاتورة 658361
25488,3865,46,2040001,0.0,17.47,0,0.0,0.0,ضريبة الفاتورة 658361
25489,3866,41,1021577,330.0,0.0,35,165.0,2.0,
25490,3866,42,2010749,0.0,330.0,35,165.0,2.0,
25491,3866,43,2010749,23.1,0.0,0,0.0,0.0,سعي الفاتورة 658362
25492,3866,44,4010001,0.0,23.1,0,0.0,0.0,سعي الفاتورة 658362
25493,3866,45,2010749,3.46,0.0,0,0.0,0.0,ضريبة الفاتورة 658362
25494,3866,46,2040001,0.0,3.46,0,0.0,0.0,ضريبة الفاتورة 658362
25495,3867,41,1021569,731.0,0.0,35,43.0,17.0,
25496,3867,42,2010528,0.0,731.0,35,43.0,17.0,
25497,3867,43,2010528,51.17,0.0,0,0.0,0.0,سعي الفاتورة 659563
25498,3867,44,4010001,0.0,51.17,0,0.0,0.0,سعي الفاتورة 659563
25499,3867,45,2010528,7.68,0.0,0,0.0,0.0,ضريبة الفاتورة 659563
25500,3867,46,2040001,0.0,7.68,0,0.0,0.0,ضريبة الفاتورة 659563
25501,3868,41,1021491,1180.0,0.0,1,20.0,59.0,
25502,3868,42,2010528,0.0,1180.0,1,20.0,59.0,
25503,3868,43,2010528,82.6,0.0,0,0.0,0.0,سعي الفاتورة 659564
25504,3868,44,4010001,0.0,82.6,0,0.0,0.0,سعي الفاتورة 659564
25505,3868,45,2010528,12.39,0.0,0,0.0,0.0,ضريبة الفاتورة 659564
25506,3868,46,2040001,0.0,12.39,0,0.0,0.0,ضريبة الفاتورة 659564
25507,3869,41,1021164,4620.0,0.0,28,22.0,210.0,
25508,3869,42,2010145,0.0,4620.0,28,22.0,210.0,
25509,3869,43,2010145,323.4,0.0,0,0.0,0.0,سعي الفاتورة 659565
25510,3869,44,4010001,0.0,323.4,0,0.0,0.0,سعي الفاتورة 659565
25511,3869,45,2010145,48.51,0.0,0,0.0,0.0,ضريبة الفاتورة 659565
25512,3869,46,2040001,0.0,48.51,0,0.0,0.0,ضريبة الفاتورة 659565
25513,3870,41,1021569,300.0,0.0,35,50.0,6.0,
25514,3870,42,2010155,0.0,300.0,35,50.0,6.0,
25515,3870,43,2010155,21.0,0.0,0,0.0,0.0,سعي الفاتورة 659567
25516,3870,44,4010001,0.0,21.0,0,0.0,0.0,سعي الفاتورة 659567
25517,3870,45,2010155,3.15,0.0,0,0.0,0.0,ضريبة الفاتورة 659567
25518,3870,46,2040001,0.0,3.15,0,0.0,0.0,ضريبة الفاتورة 659567
25519,3871,41,1021569,150.0,0.0,28,75.0,2.0,
25520,3871,42,2010155,0.0,150.0,28,75.0,2.0,
25521,3871,43,2010155,10.5,0.0,0,0.0,0.0,سعي الفاتورة 659568
25522,3871,44,4010001,0.0,10.5,0,0.0,0.0,سعي الفاتورة 659568
25523,3871,45,2010155,1.58,0.0,0,0.0,0.0,ضريبة الفاتورة 659568
25524,3871,46,2040001,0.0,1.58,0,0.0,0.0,ضريبة الفاتورة 659568
